age,gender,class,Fav Subject,Mrks in Maths,Mrks in Science,Mrks in History,Mrks in geography,Mrks in English,Mrks in Marathi,Mrks in Hindi,Mrks in Computer
13,m,8,Computer,63,48,61,85,82,87,36,85
6,m,1,Marathi,83,59,36,44,44,43,35,79
13,m,8,Marathi,72,41,58,73,96,57,84,48
11,f,6,Marathi,99,73,72,97,55,67,43,89
6,f,1,Computer,90,77,80,97,38,45,40,98
13,m,8,Hindi,81,46,98,40,69,100,99,42
10,f,5,Geography,99,62,41,75,99,41,86,99
10,m,5,Geography,93,65,36,79,65,58,40,35
13,m,8,Maths,36,62,89,79,54,98,45,51
15,f,10,Marathi,68,82,94,97,49,78,54,64
10,f,5,Science,99,50,40,47,98,36,68,53
15,m,10,Marathi,89,53,71,62,42,83,73,79
6,m,1,English,77,66,64,91,78,80,57,69
10,f,5,Geography,68,94,60,60,74,43,88,47
13,m,8,Maths,49,99,95,99,59,51,84,44
9,m,4,Hindi,70,35,38,92,95,75,70,37
10,m,5,Science,69,67,76,39,79,72,67,76
12,f,7,English,57,62,82,45,42,58,36,42
6,m,1,Maths,79,46,47,96,42,44,80,76
15,f,10,Geography,37,92,37,97,46,73,41,37
8,m,3,Geography,36,36,96,45,37,73,77,70
15,f,10,Hindi,87,52,43,37,85,49,41,75
10,f,5,Maths,98,94,94,49,51,72,54,62
9,m,4,Maths,70,72,39,48,77,75,91,37
9,m,4,Marathi,70,73,97,89,88,84,39,86
7,m,2,Geography,48,80,50,58,47,55,36,91
12,f,7,Computer,47,43,40,81,64,65,39,44
7,f,2,English,43,85,99,95,90,64,73,93
6,m,1,Maths,90,76,43,83,71,50,52,42
9,f,4,Marathi,80,52,82,61,41,67,56,57
13,m,8,Hindi,70,92,87,100,49,39,54,48
12,m,7,Marathi,92,81,39,50,63,84,63,87
8,f,3,Maths,53,77,77,53,71,72,42,89
14,f,9,Science,65,95,69,72,62,46,62,53
15,m,10,Geography,90,89,56,40,50,79,87,74
6,m,1,Computer,99,87,56,60,44,51,77,49
14,f,9,English,70,70,51,79,37,86,39,48
12,m,7,Marathi,84,78,83,68,99,89,74,63
7,m,2,Marathi,40,47,47,66,86,37,68,99
10,m,5,History,45,35,68,63,96,98,37,59
7,f,2,Science,56,60,54,73,72,94,93,87
15,m,10,Computer,39,46,87,77,92,49,53,71
6,f,1,Maths,88,59,51,38,93,95,96,91
13,m,8,Marathi,74,74,42,94,54,79,80,91
8,f,3,Maths,98,88,91,86,50,77,56,58
10,f,5,English,74,100,65,47,45,86,57,47
11,m,6,History,69,90,80,52,50,48,75,99
14,m,9,Geography,86,85,65,45,58,78,57,51
14,m,9,History,92,61,38,41,84,72,36,74
11,f,6,Computer,49,89,81,79,39,80,90,88
9,f,4,Computer,53,76,46,75,74,79,80,68
14,m,9,Maths,42,41,88,70,83,55,73,49
6,f,1,Geography,62,39,39,49,76,36,35,80
13,m,8,Computer,58,84,95,79,53,80,52,79
12,m,7,Maths,76,79,82,55,93,51,76,96
13,f,8,Marathi,46,82,61,85,38,48,87,55
6,f,1,History,98,78,63,59,68,94,80,89
10,m,5,Maths,91,41,93,66,36,35,78,62
13,m,8,Hindi,88,40,65,65,78,41,48,62
13,f,8,English,90,91,85,80,45,64,75,53
15,m,10,English,87,67,66,38,56,52,52,73
8,m,3,History,37,83,63,52,72,73,41,86
12,m,7,Hindi,97,50,92,74,41,40,48,50
6,f,1,Maths,42,86,57,81,86,82,98,79
9,m,4,English,61,40,71,71,47,61,76,41
11,f,6,English,48,91,45,63,84,51,42,73
11,m,6,Hindi,74,74,54,94,85,42,83,67
11,f,6,Geography,96,61,81,38,100,38,58,59
14,f,9,Hindi,52,42,92,72,58,38,92,100
7,m,2,History,83,80,40,43,71,47,88,38
14,m,9,Geography,81,84,49,57,65,54,61,41
7,m,2,Maths,82,99,62,47,45,41,81,67
11,f,6,Marathi,53,38,44,61,92,36,66,86
12,f,7,History,63,90,64,66,64,86,47,73
12,m,7,Maths,46,35,98,44,100,82,85,75
7,f,2,Geography,95,72,64,39,61,68,92,59
10,m,5,History,94,36,84,76,71,50,84,59
11,m,6,Marathi,43,47,49,58,47,58,98,38
6,f,1,Geography,41,49,43,64,98,57,98,82
14,f,9,History,65,77,62,79,86,77,42,52
10,m,5,English,51,44,72,96,42,57,61,72
8,m,3,History,95,51,59,95,52,96,53,80
6,f,1,Hindi,75,52,88,35,60,85,70,81
15,m,10,Computer,95,70,55,73,93,98,44,78
13,m,8,Maths,47,44,74,74,42,58,35,80
15,m,10,History,81,39,55,93,82,84,76,99
8,f,3,English,71,66,56,92,96,80,48,67
12,m,7,Computer,71,94,66,45,79,79,37,48
9,f,4,Geography,35,44,69,85,60,86,76,99
9,m,4,Maths,92,62,39,57,98,50,87,53
13,f,8,History,72,68,66,63,95,74,75,40
6,f,1,English,87,47,97,80,92,60,90,99
12,m,7,Marathi,63,90,100,50,47,58,35,98
7,m,2,Geography,86,99,79,95,99,63,37,81
7,m,2,History,85,92,53,46,54,92,99,87
13,f,8,Geography,44,93,50,54,41,96,51,73
12,f,7,Maths,78,68,58,67,55,59,73,94
14,m,9,History,47,95,86,94,61,79,53,98
12,f,7,Computer,64,61,85,64,86,80,90,89
14,m,9,Computer,41,83,65,89,96,82,72,76
15,m,10,History,53,50,53,35,61,46,64,47
7,f,2,Geography,98,86,75,98,46,94,85,81
9,f,4,English,88,77,54,40,59,37,57,85
12,m,7,Science,77,51,39,73,49,75,45,61
10,m,5,Science,87,73,96,72,39,92,77,85
14,f,9,Science,90,57,48,70,92,81,89,75
13,m,8,Science,76,68,68,79,100,41,88,86
7,m,2,Hindi,87,38,49,69,70,86,72,38
7,m,2,Computer,100,51,57,69,91,93,62,93
7,f,2,Hindi,39,36,67,75,55,80,47,56
15,m,10,Computer,59,75,77,37,43,80,90,51
15,f,10,Maths,89,84,47,50,83,68,48,74
14,m,9,Science,80,49,71,81,50,52,75,94
9,f,4,Computer,44,78,79,49,83,42,83,76
9,f,4,History,73,81,40,39,78,48,53,46
11,m,6,Marathi,39,36,69,84,70,81,47,81
7,m,2,Science,54,74,72,98,50,90,97,56
8,m,3,Maths,51,69,61,68,80,54,74,54
7,f,2,History,45,54,90,46,79,75,84,88
8,f,3,Science,71,54,83,68,83,76,62,76
10,m,5,Geography,87,87,70,84,54,91,84,46
11,f,6,Marathi,86,88,70,98,81,41,84,85
7,m,2,Maths,51,78,69,90,78,52,82,58
14,m,9,Hindi,80,72,42,57,76,37,82,67
14,f,9,Science,83,56,48,88,38,96,72,55
11,f,6,Maths,36,90,65,67,48,71,37,82
10,m,5,Maths,89,80,90,38,69,38,66,62
11,m,6,Hindi,63,62,41,67,54,92,93,47
14,f,9,History,55,79,52,59,65,75,70,98
11,m,6,Hindi,53,98,69,58,97,38,58,69
14,m,9,Geography,40,40,67,82,67,80,70,91
11,m,6,Geography,88,78,57,46,76,95,66,66
13,f,8,English,97,68,74,58,97,87,84,37
10,m,5,Hindi,60,61,39,72,63,51,90,82
14,f,9,Maths,36,75,74,95,88,81,91,45
15,m,10,History,64,44,50,91,71,38,42,67
13,f,8,Marathi,85,71,85,46,59,52,89,42
10,f,5,Hindi,63,78,86,98,77,87,92,88
13,m,8,Science,66,55,55,92,61,100,83,90
7,m,2,Maths,99,51,49,40,54,97,44,60
7,m,2,History,62,61,41,68,96,85,57,66
7,f,2,Geography,56,43,80,48,81,87,66,67
9,f,4,Hindi,73,95,70,83,67,59,65,57
8,m,3,Maths,86,98,75,83,60,56,50,51
11,f,6,Marathi,91,52,62,45,41,72,100,61
14,m,9,Computer,99,80,96,74,95,67,67,57
10,m,5,Computer,83,37,35,47,50,94,57,79
14,f,9,Geography,97,83,90,66,97,67,83,56
6,f,1,Science,57,100,74,44,73,88,66,53
10,m,5,Hindi,54,49,80,57,69,59,45,77
12,m,7,Marathi,77,55,80,96,44,88,86,70
11,f,6,Hindi,99,97,96,98,87,64,37,49
12,m,7,Computer,83,41,43,54,54,73,42,75
12,m,7,English,44,68,62,64,37,53,55,39
10,m,5,Geography,70,90,42,86,68,38,52,48
8,f,3,Marathi,74,77,88,68,50,80,83,80
9,m,4,History,95,83,86,94,96,78,55,95
12,f,7,History,65,54,75,88,47,70,47,83
13,m,8,Geography,64,64,72,84,41,69,98,70
12,f,7,English,62,72,41,64,80,89,92,47
14,f,9,Computer,81,73,94,42,72,83,60,54
8,m,3,Computer,52,61,90,73,58,65,47,72
14,m,9,Maths,74,64,62,91,78,48,36,98
10,m,5,English,84,77,81,87,79,63,60,97
9,f,4,Hindi,40,37,98,45,55,37,85,35
6,f,1,Geography,93,95,86,49,71,77,45,73
14,m,9,History,44,61,38,67,94,67,80,56
6,f,1,Computer,81,77,83,39,78,46,36,74
15,m,10,Maths,38,52,45,40,50,69,58,81
10,m,5,History,63,88,39,57,77,91,91,47
14,f,9,Geography,57,84,44,65,75,41,51,52
14,f,9,Hindi,98,35,86,71,92,35,93,47
13,m,8,Maths,69,82,85,80,72,76,47,80
11,m,6,Computer,88,65,36,73,94,40,71,100
15,f,10,History,72,36,96,54,43,91,37,70
7,m,2,Science,53,59,63,74,37,98,47,43
13,m,8,Marathi,53,38,83,72,54,68,70,92
12,m,7,Geography,92,74,68,64,56,56,70,61
14,f,9,Hindi,48,71,52,70,92,43,85,47
8,m,3,Marathi,74,98,60,48,79,41,51,52
15,f,10,Hindi,68,69,38,37,57,47,48,71
8,m,3,Maths,97,77,50,39,87,72,35,67
12,f,7,Hindi,40,64,85,37,73,53,77,35
7,f,2,History,74,74,59,74,39,60,38,40
12,m,7,Science,45,38,79,68,37,54,79,47
7,m,2,Maths,63,36,78,39,43,40,52,73
10,m,5,Computer,50,99,80,54,95,72,97,70
13,f,8,Hindi,68,91,75,36,61,69,39,39
13,f,8,English,83,53,38,93,43,88,84,70
12,m,7,History,41,50,77,73,52,95,82,65
8,f,3,Hindi,37,99,49,70,86,68,73,44
8,m,3,Computer,69,70,48,40,50,59,46,58
7,m,2,History,49,42,43,98,84,82,66,63
11,f,6,History,72,77,83,43,45,93,63,54
11,f,6,Hindi,50,61,92,44,78,37,62,75
15,m,10,Science,56,100,66,65,41,89,48,53
10,m,5,Computer,70,72,60,80,88,72,83,92
11,f,6,Science,90,94,55,66,60,87,60,91
7,m,2,Hindi,96,38,44,47,80,41,62,76
13,m,8,Geography,91,84,47,70,41,78,66,53
6,m,1,Geography,80,50,39,58,65,41,89,39
12,f,7,Geography,72,80,53,63,41,55,55,81
11,m,6,Maths,45,47,79,62,44,69,56,53
12,f,7,English,53,59,68,99,64,63,53,72
11,m,6,English,90,85,65,67,62,81,79,95
9,f,4,Maths,90,95,37,43,76,78,100,55
6,f,1,Science,95,92,94,80,99,74,82,66
9,m,4,Hindi,40,40,93,75,94,57,68,77
11,m,6,Maths,98,89,74,39,66,83,83,95
12,m,7,Science,95,65,85,70,59,97,75,75
12,f,7,Maths,99,65,96,71,91,99,36,69
10,f,5,Geography,87,92,61,84,78,56,85,50
10,m,5,History,86,86,76,84,58,53,73,54
11,f,6,Geography,52,66,93,55,39,85,39,50
10,m,5,Marathi,98,44,93,69,49,79,92,54
13,m,8,Computer,88,81,51,64,99,40,79,77
15,f,10,Maths,48,59,35,72,68,70,55,36
10,f,5,History,40,78,88,68,59,89,53,74
13,m,8,English,99,46,89,85,43,59,67,76
9,m,4,Maths,56,73,60,64,78,43,64,61
11,f,6,Maths,35,42,92,62,73,96,88,99
6,m,1,Hindi,46,80,92,95,77,38,54,51
6,m,1,Maths,82,93,38,47,88,77,89,77
15,m,10,English,68,88,62,70,95,36,71,82
6,f,1,Maths,64,35,96,52,57,88,92,92
8,m,3,English,41,99,63,88,96,86,47,85
13,f,8,Computer,44,72,100,46,78,83,99,79
7,m,2,English,66,55,50,99,47,51,43,86
8,f,3,Maths,39,87,95,80,63,43,74,42
8,f,3,Marathi,90,64,68,98,97,98,88,48
6,m,1,Science,46,49,99,83,73,82,59,66
10,m,5,History,58,49,36,75,77,46,91,62
12,m,7,Geography,62,96,46,93,64,63,83,65
7,f,2,Hindi,87,47,54,35,96,51,53,61
7,f,2,Marathi,60,49,47,95,50,77,96,95
11,m,6,English,100,65,46,94,86,59,76,46
10,f,5,English,46,67,51,53,92,36,66,71
13,m,8,English,77,37,63,52,40,98,44,61
7,m,2,Hindi,56,81,94,69,65,89,92,56
8,f,3,Marathi,72,42,75,96,40,76,70,75
12,f,7,Computer,48,89,50,37,97,96,61,40
10,m,5,History,57,69,46,53,66,98,62,71
8,m,3,Maths,65,46,76,88,94,39,89,51
10,f,5,Science,56,85,42,35,88,66,46,63
10,m,5,Marathi,62,82,40,94,65,93,35,80
10,m,5,Marathi,79,84,99,43,94,37,38,95
7,m,2,Science,80,65,71,83,54,91,79,71
13,f,8,Marathi,53,85,56,93,36,38,59,94
12,m,7,Marathi,96,85,56,39,98,62,41,66
6,f,1,Hindi,85,51,36,67,41,63,98,41
13,m,8,English,95,81,68,68,56,68,84,94
13,f,8,Computer,99,79,94,35,82,54,58,73
8,f,3,Hindi,59,41,77,67,66,78,46,92
12,m,7,Hindi,60,49,86,93,57,64,68,43
8,m,3,History,60,57,90,37,52,69,70,94
14,m,9,Geography,99,86,50,86,56,51,77,44
8,f,3,History,74,98,83,75,44,93,98,83
6,f,1,English,57,75,40,80,36,39,95,37
15,m,10,English,77,98,63,51,46,35,78,98
15,f,10,Hindi,71,59,75,71,70,74,81,37
12,m,7,Computer,59,97,38,58,84,43,84,64
6,m,1,Maths,88,38,76,53,95,72,76,89
13,f,8,English,98,92,78,35,100,59,92,44
13,f,8,Science,41,61,90,73,86,73,43,100
11,m,6,Science,65,81,65,58,94,99,58,70
12,m,7,Hindi,46,73,55,43,53,75,36,38
9,f,4,Geography,65,60,74,76,75,58,82,62
6,m,1,Marathi,64,67,35,39,41,35,81,76
15,m,10,Computer,100,78,85,42,59,91,50,64
10,m,5,Science,53,38,98,86,57,79,50,62
6,f,1,Geography,46,62,58,75,63,76,72,69
9,m,4,Computer,35,80,79,58,97,90,54,56
11,f,6,Computer,72,42,89,90,78,86,98,41
8,m,3,Computer,53,100,90,43,63,91,47,63
10,f,5,Maths,47,74,85,37,47,71,54,89
8,f,3,Science,78,57,82,95,67,42,95,63
8,m,3,Computer,79,88,53,56,38,69,42,50
14,m,9,English,78,43,40,71,40,88,66,51
12,m,7,Geography,77,51,93,92,57,88,88,69
7,f,2,Maths,97,87,94,45,90,79,64,91
10,f,5,History,80,72,56,71,49,55,89,43
13,m,8,Geography,37,44,48,65,95,47,47,35
10,f,5,Geography,96,50,90,78,36,53,52,87
11,m,6,English,86,40,76,94,91,37,63,77
6,m,1,Science,57,90,80,36,42,87,98,79
13,f,8,Science,63,72,86,77,46,47,69,40
8,f,3,Maths,94,49,49,46,77,53,98,81
13,m,8,Geography,48,75,60,73,77,75,54,98
12,m,7,English,52,44,86,46,100,95,57,84
15,f,10,Geography,89,98,90,41,68,50,71,80
11,m,6,Hindi,68,35,53,40,82,51,93,96
14,m,9,Hindi,70,36,92,60,58,89,98,53
10,m,5,Hindi,66,76,55,76,45,76,36,83
6,f,1,English,51,65,90,61,73,97,64,35
11,m,6,Hindi,50,46,92,44,46,55,75,36
7,f,2,Marathi,93,67,93,94,61,70,40,43
15,m,10,Marathi,64,43,97,57,73,73,95,99
11,f,6,Marathi,47,44,78,65,51,75,97,87
15,f,10,English,66,90,77,45,69,62,53,85
14,m,9,History,59,44,36,52,47,53,95,52
14,m,9,Maths,45,67,45,94,92,64,86,69
14,m,9,Science,82,46,90,63,39,87,82,72
11,f,6,Computer,63,61,79,99,64,50,57,90
15,f,10,Science,97,83,97,91,68,82,56,100
12,m,7,Hindi,57,74,79,91,52,36,93,64
12,f,7,Marathi,86,95,39,60,95,83,63,42
12,m,7,Marathi,91,85,44,62,89,55,60,99
8,m,3,Marathi,81,64,71,74,76,35,83,39
12,f,7,Marathi,85,70,61,96,92,39,68,45
14,f,9,English,74,67,45,72,47,57,89,89
13,m,8,Maths,55,87,89,74,75,86,75,59
10,m,5,Marathi,52,50,91,56,72,51,83,42
14,f,9,History,82,79,75,51,37,96,82,53
14,m,9,Maths,41,68,78,82,35,98,81,67
11,m,6,Computer,88,50,92,50,87,55,96,38
7,m,2,Marathi,44,90,90,86,80,96,44,47
10,f,5,English,71,94,91,65,40,88,79,100
15,m,10,Marathi,77,72,35,67,42,87,48,73
15,f,10,Science,73,62,40,35,76,76,45,56
8,m,3,Geography,46,59,87,74,83,53,40,43
10,f,5,Computer,50,88,100,54,65,86,84,61
15,f,10,Marathi,79,51,47,38,66,85,97,68
13,m,8,Science,78,91,49,82,88,65,69,85
12,m,7,Maths,72,70,91,62,36,75,94,39
13,m,8,English,56,91,47,78,51,64,96,37
7,f,2,English,84,96,95,39,98,62,47,100
8,f,3,Marathi,74,81,82,91,59,89,61,38
13,m,8,English,65,91,90,81,84,44,77,66
12,f,7,History,82,62,86,85,63,38,96,73
13,m,8,Computer,36,35,97,100,36,72,88,52
11,m,6,Hindi,43,68,64,89,38,43,55,69
8,f,3,Geography,39,41,84,63,85,87,68,39
6,f,1,Hindi,84,74,58,74,76,38,87,81
7,m,2,Maths,47,44,45,82,60,36,91,55
15,m,10,Marathi,82,66,54,94,45,74,44,69
6,f,1,Computer,93,68,81,58,56,84,95,54
15,m,10,Marathi,96,59,69,75,71,93,58,50
9,m,4,History,35,59,60,45,67,58,98,68
9,m,4,Science,75,84,82,44,57,65,69,61
8,f,3,English,97,92,81,90,83,61,91,87
6,m,1,Science,37,41,67,90,38,65,65,49
12,f,7,History,35,89,87,47,54,59,97,74
7,m,2,Computer,77,70,77,38,98,75,56,81
12,f,7,Computer,83,93,48,51,60,67,78,98
11,f,6,Science,38,71,64,47,93,62,69,71
7,m,2,Maths,92,83,78,80,89,63,96,79
13,m,8,Marathi,99,79,84,72,43,87,98,41
10,m,5,Geography,61,51,90,65,47,77,78,96
6,f,1,Hindi,55,62,49,82,71,54,57,43
8,f,3,History,37,53,66,61,86,41,51,63
7,m,2,Maths,97,64,70,39,51,35,72,59
11,f,6,Hindi,93,56,87,84,70,77,43,55
8,m,3,Computer,86,52,90,57,35,51,71,61
9,m,4,Computer,66,51,65,87,63,85,65,61
6,f,1,Hindi,40,87,35,83,51,54,53,74
10,f,5,Hindi,71,38,39,63,90,42,51,45
14,m,9,Computer,74,67,49,74,70,81,43,100
10,m,5,English,90,80,50,76,46,76,39,41
14,f,9,Maths,55,86,88,35,50,53,37,59
6,m,1,Hindi,67,88,92,64,78,39,68,80
6,m,1,History,88,46,69,71,97,100,93,66
14,m,9,Hindi,62,54,62,97,38,82,52,84
15,f,10,Marathi,96,61,52,75,79,49,57,98
14,m,9,Marathi,97,95,50,36,40,99,44,95
14,f,9,English,50,38,64,94,47,43,70,40
9,m,4,Geography,85,98,84,100,47,62,77,85
12,f,7,Hindi,78,40,45,59,36,50,78,89
15,f,10,Geography,49,80,65,86,62,69,74,55
11,m,6,Geography,88,50,43,57,46,84,50,50
11,m,6,Hindi,88,94,78,74,72,62,46,41
11,m,6,Geography,67,86,82,50,75,37,67,72
10,f,5,Hindi,83,71,83,83,65,65,53,48
6,f,1,Science,69,57,49,82,66,89,46,72
7,m,2,Geography,95,54,93,89,97,40,82,72
7,f,2,Geography,89,44,76,39,85,65,75,95
14,m,9,Science,72,51,75,100,60,39,63,62
12,m,7,English,78,80,73,62,93,89,79,81
10,f,5,Hindi,57,53,70,64,100,86,41,62
8,f,3,English,47,100,37,94,78,41,45,89
15,m,10,Marathi,100,58,77,100,94,82,39,69
8,m,3,Hindi,60,87,54,62,99,96,98,88
10,f,5,Hindi,66,60,68,79,61,70,81,84
14,m,9,History,78,55,85,98,45,35,97,97
8,m,3,English,94,74,77,35,86,59,50,67
13,m,8,Science,39,100,75,88,45,51,46,61
11,f,6,Science,70,64,80,81,36,92,92,75
15,m,10,Maths,91,39,43,72,69,63,41,39
14,f,9,English,47,59,41,55,47,47,65,78
12,m,7,Maths,86,82,65,74,61,58,43,62
6,f,1,History,97,78,93,37,40,40,95,40
12,f,7,History,79,48,73,67,66,54,70,49
9,m,4,Marathi,100,65,98,95,99,83,37,55
12,m,7,Maths,44,59,78,71,80,93,41,77
15,m,10,Computer,67,69,72,96,80,70,61,85
7,f,2,History,82,45,61,64,100,39,70,57
14,f,9,Geography,57,36,44,81,90,65,77,38
15,m,10,Computer,96,90,62,99,74,91,94,56
13,f,8,Hindi,51,95,41,86,67,47,94,61
14,m,9,Maths,70,88,54,80,51,52,83,86
11,m,6,History,59,72,43,53,74,52,84,73
14,f,9,History,68,68,48,76,64,36,53,45
11,f,6,History,65,48,71,56,87,39,72,84
9,m,4,Science,53,76,92,72,99,35,77,100
9,m,4,Science,94,97,75,76,47,37,60,89
6,f,1,History,71,36,95,66,53,85,36,42
14,m,9,Marathi,69,72,62,100,70,52,39,92
13,m,8,Maths,42,84,39,73,50,72,62,79
12,m,7,Hindi,83,38,64,59,75,69,73,84
14,f,9,Marathi,83,46,64,73,38,93,94,90
13,m,8,Marathi,39,74,96,68,66,61,68,73
11,f,6,Science,79,49,61,47,68,64,53,69
9,m,4,Maths,94,75,82,89,60,73,83,81
7,f,2,Marathi,36,83,54,56,92,72,43,54
12,f,7,History,48,95,61,97,84,79,84,54
15,m,10,Marathi,87,75,61,80,47,42,64,97
12,m,7,Maths,45,36,48,45,84,67,44,78
15,m,10,Science,88,44,96,78,38,65,38,91
12,f,7,Marathi,40,52,73,61,40,65,72,48
6,f,1,English,78,91,84,58,74,45,37,41
15,m,10,Science,43,100,47,78,80,79,89,66
8,f,3,Marathi,75,96,37,36,49,51,57,42
6,m,1,Maths,86,61,50,40,45,99,81,81
10,m,5,Geography,66,45,99,52,80,54,70,47
6,f,1,History,97,93,58,66,55,91,60,82
7,f,2,Geography,44,78,64,76,48,62,91,76
15,m,10,History,99,45,35,63,94,49,94,89
15,m,10,Computer,48,92,71,78,92,40,83,67
13,f,8,Marathi,67,45,51,43,48,90,42,86
11,m,6,Science,72,65,40,73,95,89,79,55
14,m,9,Marathi,51,97,81,56,44,96,76,96
11,m,6,History,42,39,88,64,37,84,45,41
7,f,2,Maths,54,69,53,90,100,83,74,72
6,m,1,Marathi,93,38,65,66,69,53,73,54
10,f,5,English,76,39,46,50,81,80,66,92
8,m,3,English,63,49,39,46,68,66,49,66
14,f,9,Science,72,76,41,57,100,74,88,40
6,f,1,Computer,90,49,85,41,81,91,49,93
10,m,5,Hindi,42,62,70,45,78,85,35,95
6,m,1,History,37,72,63,61,95,65,36,87
13,m,8,Computer,46,42,88,92,64,64,84,42
10,f,5,Science,63,68,76,80,82,95,96,84
6,f,1,Marathi,39,62,49,95,37,43,46,55
8,m,3,Marathi,64,67,62,55,38,38,92,38
15,f,10,Hindi,47,92,41,59,39,95,99,72
14,m,9,Maths,48,71,80,99,37,74,100,74
15,m,10,English,68,37,49,56,66,96,75,37
10,f,5,Science,57,89,37,45,49,74,35,86
6,f,1,Geography,35,47,95,35,72,98,41,90
8,m,3,Marathi,49,46,64,97,51,98,75,55
8,m,3,Computer,38,76,92,39,86,98,93,82
11,f,6,English,57,72,95,82,93,50,49,93
8,m,3,Maths,67,56,45,75,94,36,41,96
6,m,1,Marathi,68,89,41,35,90,48,51,36
6,m,1,Hindi,83,58,74,97,75,50,62,77
6,f,1,Science,89,53,43,79,69,51,35,73
7,m,2,Maths,43,72,61,63,98,49,94,73
8,f,3,Geography,60,86,97,46,40,39,90,75
9,m,4,Hindi,79,71,72,58,57,55,39,60
15,f,10,English,40,42,53,83,77,57,92,80
14,f,9,History,88,90,45,41,54,68,41,61
10,m,5,Marathi,53,94,55,55,100,43,45,41
6,m,1,Marathi,66,39,73,66,89,93,76,66
7,m,2,Marathi,82,42,99,71,99,50,81,68
8,f,3,Science,41,85,86,100,87,50,61,46
15,f,10,English,88,77,98,63,91,79,51,54
12,m,7,History,79,71,37,67,67,98,45,78
13,f,8,Hindi,61,69,40,91,83,43,40,94
9,m,4,Hindi,51,49,44,69,88,71,71,78
15,m,10,History,71,37,59,88,43,70,76,86
12,f,7,Maths,49,72,96,94,99,45,46,93
15,f,10,Geography,89,75,91,42,63,57,56,51
12,m,7,Hindi,55,51,38,75,44,87,76,68
9,m,4,Computer,77,91,64,44,54,35,68,71
8,f,3,Maths,92,49,51,68,87,68,76,84
6,m,1,Hindi,94,83,85,59,83,58,43,59
14,m,9,Hindi,35,70,77,79,43,46,36,50
15,m,10,History,47,77,41,82,92,72,64,40
10,f,5,History,83,55,40,92,86,73,91,94
7,m,2,Hindi,90,36,100,95,50,83,99,42
8,f,3,Geography,70,95,38,89,67,53,82,55
10,m,5,Science,47,86,87,76,84,60,77,87
10,f,5,Science,91,89,94,39,43,73,87,43
14,f,9,English,89,54,95,35,64,35,48,44
13,m,8,Maths,71,50,70,88,36,43,38,79
8,m,3,Hindi,72,81,96,48,53,68,94,69
10,m,5,Maths,89,55,45,94,86,89,35,71
7,f,2,Computer,49,47,75,42,41,82,45,42
13,f,8,Science,52,39,73,92,41,77,82,56
14,m,9,Maths,41,55,51,81,52,96,81,77
10,f,5,English,44,35,79,40,76,81,62,49
13,m,8,Marathi,43,59,80,53,80,68,68,83
9,m,4,English,63,50,46,100,80,93,49,68
6,f,1,History,78,80,64,52,63,67,95,37
12,f,7,Geography,64,46,99,81,42,77,59,37
11,m,6,Hindi,79,49,79,82,86,74,51,48
6,m,1,Maths,98,53,79,90,53,97,92,79
11,f,6,History,91,64,86,43,87,72,60,49
9,m,4,Hindi,44,61,50,77,45,41,100,79
15,m,10,Marathi,42,79,80,92,62,36,73,36
6,m,1,Geography,47,70,79,64,91,74,50,97
14,f,9,English,96,75,70,63,63,42,97,73
6,m,1,History,36,84,59,51,47,80,67,67
14,f,9,Maths,38,83,94,54,69,77,60,67
14,m,9,Science,84,82,60,90,81,75,50,100
8,f,3,History,43,51,98,39,48,70,80,73
6,f,1,Hindi,86,35,63,62,50,59,35,91
15,m,10,Marathi,75,71,71,55,58,72,46,45
11,m,6,English,77,40,79,70,86,56,41,74
8,m,3,Hindi,56,54,54,89,35,35,65,47
6,f,1,Maths,67,36,62,55,40,99,94,88
14,f,9,Hindi,67,73,56,52,78,51,100,39
9,m,4,English,42,82,45,96,77,65,35,45
12,f,7,Computer,85,39,95,79,50,39,91,68
12,m,7,Science,74,69,57,89,80,46,83,40
6,m,1,History,51,71,37,82,68,82,63,82
7,f,2,Marathi,76,88,96,88,97,68,76,87
6,f,1,Computer,72,37,54,84,75,70,79,40
14,m,9,History,75,39,50,63,85,55,86,64
15,m,10,Marathi,89,41,80,84,74,36,79,89
13,f,8,Hindi,59,96,88,71,55,56,76,96
13,m,8,Marathi,99,80,43,87,83,90,36,41
15,m,10,English,75,49,97,68,90,94,56,88
10,m,5,Hindi,82,65,68,54,52,37,81,48
14,f,9,Maths,97,50,71,52,56,86,97,60
7,m,2,History,53,57,37,86,91,88,86,47
13,f,8,Maths,53,44,64,64,41,99,40,39
11,m,6,Marathi,89,48,35,40,47,41,63,72
6,f,1,Maths,57,44,49,62,39,70,92,90
8,f,3,Maths,61,93,86,100,70,64,53,94
12,m,7,Science,68,87,87,49,90,58,38,82
10,m,5,Science,86,61,95,40,78,68,80,79
10,m,5,Geography,94,96,75,88,55,74,90,94
14,f,9,Science,92,52,49,100,65,36,98,44
8,f,3,English,38,43,72,58,51,65,36,97
15,m,10,English,73,98,64,37,54,100,56,99
8,f,3,History,55,79,86,60,96,90,65,36
14,m,9,Marathi,100,56,39,84,42,91,56,66
6,m,1,Computer,69,52,91,99,53,82,60,74
12,f,7,Marathi,59,66,95,87,57,64,70,91
8,f,3,Marathi,100,78,83,76,83,97,94,69
11,m,6,Marathi,36,79,71,99,46,76,90,68
